[2024-04-30 21:59:09,292    GlobalStatic.py:Create_InitLogger:    INFO] **************************************Program Start*****************************************
[2024-04-30 21:59:09,293    GlobalStatic.py:Create_InitLogger:    INFO] {'result': '1'}
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:12:33,687              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:12:33,687              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:12:33,687             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:12:33,688             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:14:10,728             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:14:10,728              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:14:10,728              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:14:10,728              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:14:10,728              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:14:10,728             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:14:10,728             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:14:10,728             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:14:10,728              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:14:10,728              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:14:10,728             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:14:10,728             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 07:14:10,728             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:14:10,729              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:14:10,729              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:14:10,729             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:14:10,729             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:15:41,055             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:15:41,055              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:15:41,055              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:15:41,055              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:15:41,056              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:15:41,056             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:15:41,056             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:15:41,056             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:15:41,056              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:15:41,056              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:15:41,056             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:15:41,056             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 07:15:41,056             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:15:41,057              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:15:41,057              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:15:41,057             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:15:41,057             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:17:16,000             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:17:16,000              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:17:16,000              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:17:16,001              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:17:16,001              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:17:16,001             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:17:16,001             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:17:16,001             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:17:16,001              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:17:16,001              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:17:16,001             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:17:16,001             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 07:17:16,001             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:17:16,001              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:17:16,001              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:17:16,001             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:17:16,001             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:18:49,274             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:18:49,275              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:18:49,275              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:18:49,275              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:18:49,275              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:18:49,275             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:18:49,275             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:18:49,275             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:18:49,275              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:18:49,275              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:18:49,275             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:18:49,275             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 07:18:49,275             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:18:49,275              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:18:49,275              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:18:49,275             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:18:49,275             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:20:20,615             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:20:20,615              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:20:20,615              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:20:20,615              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:20:20,615              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:20:20,615             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:20:20,615             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:20:20,615             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:20:20,615              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:20:20,615              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:20:20,615             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:20:20,615             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 07:20:20,615             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:20:20,615              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:20:20,615              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:20:20,615             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:20:20,616             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:21:53,972             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:21:53,972              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:21:53,972              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:21:53,972              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:21:53,972              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:21:53,972             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:21:53,972             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:21:53,973             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:21:53,973              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:21:53,973              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:21:53,973             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:21:53,973             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 07:21:53,973             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:21:53,973              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:21:53,973              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:21:53,973             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:21:53,973             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:23:28,835             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:23:28,836              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:23:28,836              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:23:28,836              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:23:28,836              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:23:28,836             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:23:28,836             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:23:28,836             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:23:28,836              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:23:28,836              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:23:28,836             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:23:28,836             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 07:23:28,836             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:23:28,836              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:23:28,836              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:23:28,836             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:23:28,836             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:25:03,528             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:25:03,529              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:25:03,529              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:25:03,529              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:25:03,529              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:25:03,529             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:25:03,529             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:25:03,529             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:25:03,529              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:25:03,529              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:25:03,529             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:25:03,529             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 07:25:03,529             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:25:03,529              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:25:03,529              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:25:03,529             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:25:03,530             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:26:36,174             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:26:36,174              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:26:36,174              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:26:36,174              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:26:36,174              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:26:36,174             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:26:36,174             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:26:36,174             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:26:36,174              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:26:36,174              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:26:36,175             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:26:36,175             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 07:26:36,175             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:26:36,175              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:26:36,175              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:26:36,175             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:26:36,175             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:28:09,030             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:28:09,030              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:28:09,031              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:28:09,031              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:28:09,031              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:28:09,031             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:28:09,031             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:28:09,031             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:28:09,031              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:28:09,031              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:28:09,031             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:28:09,031             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 07:28:09,031             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:28:09,031              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:28:09,031              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:28:09,031             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:28:09,031             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:29:40,118             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:29:40,118              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:29:40,118              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:29:40,118              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:29:40,118              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:29:40,118             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:29:40,118             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:29:40,118             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:29:40,119              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:29:40,119              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:29:40,119             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:29:40,119             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 07:29:40,119             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:29:40,119              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:29:40,119              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 07:29:40,119             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 07:29:40,119             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 07:31:13,359             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 07:31:13,360              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 07:31:13,360              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 07:31:13,360              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 07:31:13,360              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:31:13,360             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 07:31:13,360             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 07:31:13,360             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 07:31:13,360              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 07:31:13,360              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 07:31:13,360             TCP.py:     write:    INFO] TCP.TCP:write start
